0.0 0.0 0.0 0.0
1.0 1.0 1.0 1.0
4.0 3.72 4.0 3.0
8.0 8.6 10.0 7.0
15.0 16.03 20.0 13.0
24.0 26.23 35.0 21.0
35.0 39.48 56.0 31.0
47.0 56.6 84.0 44.0
63.0 77.11 120.0 60.0
82.0 100.99 165.0 79.0
104.0 129.31 220.0 101.0
128.0 161.94 286.0 126.0
155.0 198.15 364.0 154.0
184.0 239.38 455.0 185.0
215.0 285.62 560.0 219.0
247.0 336.99 680.0 257.0
284.0 394.36 816.0 299.0
325.0 453.97 969.0 345.0
370.0 521.01 1140.0 395.0
418.0 592.21 1330.0 449.0
470.0 668.47 1540.0 507.0
525.0 750.72 1771.0 569.0
583.0 838.25 2024.0 635.0
643.0 931.14 2300.0 705.0
707.0 1029.47 2600.0 779.0
774.0 1133.16 2925.0 857.0
844.0 1242.56 3276.0 939.0
916.0 1360.55 3654.0 1025.0
991.0 1478.3 4060.0 1115.0
1068.0 1608.83 4495.0 1209.0
1147.0 1744.9 4960.0 1307.0
1227.0 1882.9 5456.0 1410.0
1313.0 2027.95 5984.0 1518.0
1404.0 2179.62 6545.0 1631.0
1500.0 2338.15 7140.0 1749.0
1600.0 2499.14 7770.0 1872.0
1705.0 2674.73 8436.0 2000.0
1814.0 2852.27 9139.0 2133.0
1927.0 3037.51 9880.0 2271.0
2043.0 3226.7 10660.0 2414.0
2164.0 3420.5 11480.0 2562.0
2289.0 3622.81 12341.0 2715.0
2418.0 3834.86 13244.0 2873.0
2550.0 4049.78 14190.0 3036.0
2686.0 4276.12 15180.0 3204.0
2825.0 4505.87 16215.0 3377.0
2967.0 4743.82 17296.0 3555.0
3111.0 4989.11 18424.0 3738.0
3260.0 5241.62 19600.0 3926.0
3413.0 5500.77 20825.0 4119.0
3570.0 5766.95 22100.0 4317.0
3730.0 6038.43 23426.0 4520.0
3894.0 6319.96 24804.0 4728.0
4061.0 6604.5 26235.0 4941.0
4231.0 6902.78 27720.0 5159.0
4403.0 7204.68 29260.0 5382.0
4579.0 7512.65 30856.0 5610.0
4758.0 7825.24 32509.0 5843.0
4940.0 8146.3 34220.0 6081.0
5124.0 8476.16 35990.0 6324.0
5311.0 8809.75 37820.0 6572.0
5500.0 9155.04 39711.0 6825.0
5691.0 9508.28 41664.0 7083.0
5883.0 9867.44 43680.0 7347.0
6082.0 10235.3 45760.0 7617.0
6287.0 10616.32 47905.0 7893.0
6498.0 10992.96 50116.0 8175.0
6714.0 11390.17 52394.0 8463.0
6936.0 11787.39 54740.0 8757.0
7163.0 12190.88 57155.0 9057.0
7395.0 12598.26 59640.0 9363.0
7631.0 13018.52 62196.0 9675.0
7873.0 13453.11 64824.0 9993.0
8120.0 13888.22 67525.0 10317.0
8372.0 14335.03 70300.0 10647.0
8628.0 14788.49 73150.0 10983.0
8889.0 15248.92 76076.0 11325.0
9154.0 15719.8 79079.0 11673.0
9423.0 16201.49 82160.0 12027.0
9695.0 16681.85 85320.0 12387.0
9973.0 17176.04 88560.0 12753.0
10256.0 17672.75 91881.0 13125.0
10544.0 18176.83 95284.0 13503.0
10836.0 18687.37 98770.0 13887.0
11133.0 19213.11 102340.0 14277.0
11434.0 19743.11 105995.0 14673.0
11739.0 20282.11 109736.0 15075.0
12047.0 20833.8 113564.0 15483.0
12360.0 21397.17 117480.0 15897.0
12677.0 21962.54 121485.0 16317.0
12998.0 22537.23 125580.0 16743.0
13322.0 23116.92 129766.0 17175.0
13650.0 23709.88 134044.0 17613.0
13981.0 24299.83 138415.0 18057.0
14315.0 24906.61 142880.0 18507.0
14651.0 25519.37 147440.0 18963.0
14993.0 26141.04 152096.0 19425.0
15340.0 26768.97 156849.0 19893.0
15692.0 27407.56 161700.0 20367.0
16048.0 28049.42 166650.0 20847.0
